Articolo;Descrizione lunga;Segn.;Costo Unitario;Proc. Speciale;Produttore;Produttore Modello;Produttore Codice
D.DT010K023F;PIANO CON PREDISPOSIZIONE CASSETTO E FS05;;59,39;;;;
D.DT010K024F;BASAMENTO;;,00;;;;
D.DT010K025F;FINESTRA POSTERIORE + FS05;;3,31;;;;
D.DT010K026;CASSETTO ESTRAIBILE;;7,78;;;;
D.DT010K030C;STAFFA SUPPORTO;;,00;;;;
D.DT010K036;SUPPORTO MICRO ROVESCIAMENTO;;,00;;;;
D.DT010K037;FERMO ROVESCIAMENTO;;,00;;;;
D.DT010K040;FINESTRA PER PULSANTI COLONNA SX PER FS05;;,00;;;;
D.DT010K042;CARTER CUFFIA;;,00;;;;
D.DT010K063;STATORE AVVITATO;;,00;J0001000020;;;
D.DT010K064;ROTORE;;,00;J0001000020;;;
D.DT010K065;POZZETTO TENUTE;;42,91;;;;
D.DT010K066;FLANGIA MOTORE;;,00;;;;
D.DT010K067;ELICA DT 10;;8,30;J0001000016;;;
D.DT010K069;RONDELLA ROTORE AISI 316;;,00;;;;
D.DT010K070;BECCO TM 10;;,00;J0001000016;;;
D.DT010K073;PALA ESTERNA TM10;;,00;J0001000016;;;
D.DT010K076;RASCHIANTE FONDO;;,00;J0001000020;;;
D.DT010K077;RASCHIANTE ALTO;;,00;J0001000020;;;
D.DT010K085;BLOCCO ROVESCIAMENTO;;,00;;;;
D.DT025K019;BECCO TM 25;;,00;J0001000016;;;
D.DT025K026;SUPPORTO MICRO ORIZZONTALE;;,00;;;;
D.DT025K028;SUPPORTO MICRO VERTICALE;;,00;;;;
D.DT025K031;TUBO PASSAGGIO CAVI;;,24;;;;
D.DT025K032;PVC PASSACAVI;;,00;;;;
D.DT025K033A;PERNO AD UNCINO L.91,5mm;;,13;J0001000016;;;
D.DT025K034;TUBO LAVAGGIO;;,00;;;;
D.DT025K125;RASCHIANTE DI FONDO;;49,05;J0001000020;;;
D.DT025K127;RASCHIANTE BASSO;;,00;;;;
D.DT025K130;FONDELLO REISISTENZA;;,00;;;;
D.DT025KC019;DA VERIF;;,00;;;;
D.DT025Y001;FLANGIA PVC;;,00;;;;
D.DT025Y002;COLONNA;;,00;;;;
D.DT025Y003;PANNELLO FRONTALE SX;;55,25;;;;
D.DT025Y004;BASAMENTO 25Y CON CELLE DI CARICO;;,00;;;;
D.DT025Y005;MENSOLA;;,00;;;;
D.DT025Y006;CANALINA PASSACAVI;;,00;;;;
D.DT025Y007;FIANCO VASO DX;;,00;;;;
D.DT025Y008;COLONNA PER ARMADIO;;6,84;;;;
D.DT025Y009;COLONNA CILINDRO;;44,97;;;;
D.DT025Y009DX;COLONNA CILINDRO DX;;,00;;;;
D.DT025Y009SX;COLONNA CILINDRO SX;;,00;;;;
D.DT025Y010;PORTA POSTERIORE cern.int;;,00;;;;
D.DT025Y011;PANNELLO POSTERIORE;;,00;;;;
D.DT025Y012;PORTA SX;;,00;;;;
D.DT025Y013;PORTA DX;;,00;;;;
D.DT025Y014;COPERCHIO DX;;12,28;;;;
D.DT025Y015;FIANCO VASO SX;;,00;;;;
D.DT025Y016;COPERCHIO SX;;,00;;;;
D.DT025Y017;*SOST.DA 287188001 TRAVERSO;ANN;,00;;;;
D.DT025Y018;CAPPELLO;;,00;;;;
D.DT025Y019;TUBO PASSAGGIO CAVI;;,20;;;;
D.DT025Y020;TUBO LAVAGGIO AISI 316;;,00;J0001000020;;;
D.DT025Y021;STAFFA ATTACCO CATENA;;4,16;;;;
D.DT025Y022;COLLARE TUBO CAVI;;,00;;;;
D.DT025Y125;SUPPORTO CILINDRO ROVESCIAMENTO;;38,90;;;;
D.DT025Y126;*SOST.DA 450180044;;,00;;;;
D.DT025Y128;SUPPORTO REC.SX;;182,69;;;;
D.DT025Y129;SUPPORTO REC.DX;;,00;;;;
D.DT025YSTD;VASO SERBATOIO TM 25 D4180043;;,00;;;;
D.DT026Y126;codice annullato;ANN;,00;;;;
D.DT0500009;COPERCHIO PICCOLO;;,00;;;;
D.DT0500010;COPERCHIO PICCOLO;;,00;;;;
D.DT0500013;PIGNONE;;,00;;;;
D.DT0500022;ROTORE A DENTI AISI316;;,00;J0001000020;;;
D.DT0500024;BOCCOLA SPECIALE;;,00;;;;
D.DT0500025;COLONNA CROMATA;;,00;;;;
D.DT0500026;CHIOCCIOLA;;,00;;;;
D.DT0500027;GUIDA COLONNA;;18,13;;;;
D.DT0500028;PIATTO GUIDA;;,00;;;;
D.DT050008;COPERCHIO GRANDE (NON DA FUSIONE);;,00;;;;
D.DT0500110;FLANGIA INFERIORE TB65;;,00;;;;
D.DT0500121;STATORE;;,00;;;;
D.DT0500122;ELICHE GIRANTE 3 PALE HP3/0,75;;,00;J0001000016;;;
D.DT0500123;SUPPORTO MICRO VERTICALE;;,23;;;;
D.DT0500124;STATORE IN ACCIAIO 316;;,00;J0001000020;;;
D.DT0500125;PIATTELLO STATORE RIDOTTO;;,00;;;;
D.DT0500126;ELICA TRIPLA;;,00;J0001000016;;;
D.DT0500127;ROTORE RIDOTTO IN ACCIAIO;;21,07;;;;
D.DT0500234;ANELLO FERRO BRUNITO CON CHIAVETTA;;,00;;;;
D.DT050K005;SUPPORTO SX;;,00;;;;
D.DT050K006;SUPPORTO DX;;,00;;;;
D.DT050K007;VITE TPN 30X6 L=994;;,00;;;;
D.DT050K014;CORONA SUPERIORE;;,00;;;;
D.DT050K016;PIGNONE;;,00;;;;
D.DT050K019;BECCO TM50;;,00;J0001000016;;;
D.DT050K020;SPORTELLO POSTERIORE RIDUTTORE;;,00;;;;
D.DT050K022;ANGOLARE;;,56;;;;
D.DT050K025;SUPPORTO MICRO BASSO;;,00;;;;
D.DT050K059;RECIPIENTE DT50 A RESISTENZE;;,00;J0001000020;;;
D.DT050K077;FLANGIA PVC;;61,88;;;;
D.DT050K078;FLANGIA PVC;;3,08;;;;
D.DT050K080;PIASTRA BLOCCAGGIO POSTERIORE;;101,77;;;;
D.DT050K082;PERNO ROVESCIAMENTO;;10,39;;;;
D.DT050K117;CAPPELLO;;23,27;;;;
D.DT050K127;RASCHIANTE BASSO;;,00;J0001000020;;;
D.DT050K701;CILINDRO DI SOLLEVAMENTO DT25-;;,00;;;;
D.DT050K802;CILINDRO DI ROVESCIAMENTO DT25;;,00;;;;
D.DT050K998;PALA INTERNA IN ACCIAIO AISI 304;;,00;;;;
D.DT050P004;PULEGGIA DIS.;;,00;;;;
D.DT050P015;INGRANAGGIO;;,00;;;;
D.DT050P017;INGRANAGGIO;;,00;;;;
D.DT050P044;FONDELLO RESISTENZA;;4,70;;;;
D.DT050P044A;COPERCHIO FONDELLO;;,00;;;;
D.DT050P067;IMBUTO AISI 316;;3,64;J0001000016;;;
D.DT050P068;COPERCHIO IMBUTO (RIF. COD DT050P067);;2,62;;;;
D.DT050P127;PIASTRA DI BLOCCAGGIO;;,00;;;;
D.DT050P155;SUPPORTO DI BLOCCAGGIO;;3,05;;;;
D.DT050P156;PIATTELLO STATORE;;,00;;;;
D.DT050P207;*SOST.DA 291188126 RONDELLA;ANN;,00;;;;
D.DT050W005;RASCHIATORE;;,00;J0001000020;;;
D.DT050Y004C;BASAMENTO 50Y CON CELLE DI CARICO;;2 735,66;;;;
D.DT050Y005;MENSOLA;;116,30;;;;
D.DT050Y006;CANALINA PASSACAVI;;7,88;;;;
D.DT050Y018;CAPPELLO;;60,90;;;;
D.DT050Y061;STAFFA PER CANALA ELETTRICA;;,00;;;;
D.DT050Y124;PALA INTERNA;;,00;;;;
D.DT050Y127M;ARMADIO ELETTRICO TM25/50;;,00;;;;
D.DT1000018;CORONA DENTATA PLANETARIO;;,00;;;;
D.DT1000024;PIGNONE;;,00;;;;
D.DT1000025;STATORE;;,00;;;;
D.DT1000026;ROTORE DENTI;;,00;;;;
D.DT1000090;PIATTELLO STATORE DE.225;;,00;J0001000016;;;
D.DT100B003;BECCO DT100;;,00;J0001000016;;;
D.DT100C302;PALA INTERNA;;,00;;;;
D.DT100K001;COLONNA GRANDE;;,00;;;;
D.DT100K002;COLONNA PICCOLA;;8,96;;;;
D.DT100K003;*SOST.DA 287188002 PIASTRA;ANN;,00;;;;
D.DT100K004;LAMIERA SUPERIORE;;,00;;;;
D.DT100K004B;LAMIERA SUPERIORE VERS. BRACCI;;,00;;;;
D.DT100K005;CARTER SX;;,00;;;;
D.DT100K006;CARTER DX;;12,75;;;;
D.DT100K007;ARMADIO ELETTRICO TM100/200;;,00;;;;
D.DT100K008;BASAMENTO DT 100;;3,24;;;;
D.DT100K009;COLONNA INTERNA;;83,48;;;;
D.DT100K013;MENSOLA;;,00;;;;
D.DT100K014;PORTA GRANDE VERSIONE CERNIERE INTERNE;;,00;;;;
D.DT100K015;PORTA PICCOLA VERS. CERNIERE I;;,00;;;;
D.DT100K016;PANNELLO POSTERIORE BASSO;;22,72;;;;
D.DT100K019;TUBO PASSAGGIO CAVI;;,21;;;;
D.DT100K020;TUBO LAVAGGIO AISI 316;;,00;;;;
D.DT100K021;PASSACAVI;;21,99;;;;
D.DT100K021B;PASSACAVI;;,00;;;;
D.DT100K022;COPERCHIO PASSACAVI;;,00;;;;
D.DT100K023;CAPPELLO;;,00;;;;
D.DT100K025B;FLANGIA COLONNE;;1,33;;;;
D.DT100K025C;FLANGIA PVC PASSACAVI;;1,33;;;;
D.DT100K025D;FLANGIA PASSAGGIO TUBI;;2,10;;;;
D.DT100K033;MOZZO SOSTEGNO MESCOLATORE;;,00;J0001000016;;;
D.DT100K037;STAFFA CATENA FISSA;;116,30;;;;
D.DT100K039;*SOST.DA 291188299 SUPPORTO;ANN;,00;;;;
D.DT100K040;SUPPORTO MICRO ALTO;;1,45;;;;
D.DT100K041;SUPPORO MICRO ORIZZONTALE;;1,63;;;;
D.DT100K050;RASCHIANTE;;59,93;J0001000020;;;
D.DT100K110;FIANCO POSTERIORE SX;;17,25;;;;
D.DT100K110A;*SOST.DA 275188026 COLONNA;ANN;,00;;;;
D.DT100K111;FIANCO ANTERIORE SX;;21,90;;;;
D.DT100K111A;COLONNA ANTERIORE SX;;31,37;;;;
D.DT100K124;PORTA SX;;,00;;;;
D.DT100K126;COPERCHIO COLONNA;;17,29;;;;
D.DT100K140;SUPPORTO RECIPIENTE SX;;23,20;;;;
D.DT100K144;DISTANZIALE;;,00;;;;
D.DT100K145;SQUADRO MOTORE TURBINA;;,00;;;;
D.DT100K23;CAPPELLO;;,00;;;;
D.DT100K232;LEVA ROVESCIAMENTO;;,00;;;;
D.DT100K246;SUPPORTO ROVESCIAMENTO;;10,19;;;;
D.DT100K251;PERNO INFERIORE;;,25;;;;
D.DT100K253;SUPPORTO MICRO ORIZZONTALE-VER;;116,30;;;;
D.DT100K254;SUPPORTO POMPA COMPRESSORE;;,00;;;;
D.DT100K256;SUPPORTO CANALINA CAVI;;116,30;;;;
D.DT100K258;*SOST.DA 291188298 COLLARE;ANN;,00;;;;
D.DT100K262;PORTASONDA;;,00;;;;
D.DT100K352;FLANGIA DISTANZIALE;;,00;;;;
D.DT100K700;CENTRALINA OLEODINAMICA;;,00;;;;
D.DT100K701;CILINDRO DI SOLLEVAMENTO DT100-250;;,00;;;;
D.DT100K802;CILINDRO DI ROVESCIAMENTO DT100-250;;,00;;;;
D.DT100P045;IMBUTO CON COPERCHIO AISI 316;;,00;;;;
D.DT100P045A;"IMBUTO 140X1""";;,00;;;;
D.DT100PR02;ANELLO BLOCCAGGIO;ANR;,00;;;;
D.DT10K030C;STAFFA SUPPORTO TRAPPOLA VUOTO;;,00;;;;
D.DT10KR180;CARTER MOTORE H160;;,00;;;;
D.DT1500047;INGRANAGGIO;;,00;;;;
D.DT1500048;PIGNONE;;,00;;;;
D.DT1500053;FLANGIA MOTORE B5;;26,70;;;;
D.DT1500054;POZZETTO;;19,56;;;;
D.DT1500055;COPERCHIO POZZETTO;;,00;;;;
D.DT1500057;TORNITURA E LUCIDATURA PALE ROTORE;;,00;J0001000016;;;
D.DT1500058;BOCCOLA;;,00;;;;
D.DT1500065;PALETTA MESCOLATORE;;,00;;;;
D.DT1500066;PALETTA MESCOLATORE;;,00;;;;
D.DT1500067;PALETTANMESCOLTORE 22X85X120 IDONEO CONTATTI ALIMENTARI;;,00;;;;
D.DT1500084;DISTANZIALE IN ACCIAIO AISI 316;;,00;;;;
D.DT1500156;STATORE IN AISI316;;,00;;;;
D.DT1500158;ROTORE;;,00;;;;
D.DT1500168;PALETTA MESCOLATORE;ANR;,00;;;;
D.DT1500356;STATORE D170 IN AISI 316;;,00;J0001000020;;;
D.DT1500357;ROTORE A DENTI;;,00;;;;
D.DT1500555;FLANGIA MOTORE CON INSERTO;;,00;;;;
D.DT1500560;TUBO RACCORDO PER VUOTO;;,00;;;;
D.DT150A001;LAVORAZIONE ALBERO MOTORE;;,00;;;;
D.DT150B003;BECCO ROVESCIAMENTO;;,00;J0001000016;;;
D.DT150B103;BECCO CONVOGLIATORE DI SCARICO V. INNESTO;;,00;J0001000016;;;
D.DT150C004;ALBERO ESTERNO;;,00;;;;
D.DT150C105;FLANGIA TENUTA MECCANICA;;,00;;;;
D.DT150K008;BASAMENTO DT 150 CELLE;;3,24;;;;
D.DT150K013;MENSOLA 150;;,46;;;;
D.DT150K022;COPERCHIO PASSACAVI;;6,38;;;;
D.DT150K023;CAPPELLO 150;;196,30;;;;
D.DT150K024;TUBO PASSAGGIO CAVI;;116,39;;;;
D.DT150K025;PASSACAVI;;108,29;;;;
D.DT150L104;ALBERO ESTERNO E BOCCOLA DEDICATA;;,00;J0001000020;;;
D.DT150R045B;RECIPIENTE TM150 CON BECCO;;,00;J0001000016;;;
D.DT150SC03;PEDANA 900X600X210;;,00;;;;
D.DT150W007;PALA RASCHIANTI;;,00;J0001000016;;;
D.DT150W050;RASCHIATORE;;,00;;;;
D.DT150X309;RACCORDO PER SENSORE;;,00;;;;
D.DT15K0110;TUBO LAVAGGIO;;,00;J0001000020;;;
D.DT15K0156;CARTERINO COPRI CAVI;;4,27;;;;
D.DT15MR0S134;LAMIERA DI COPERTURA BASAMENTO;;,00;;;;
D.DT15MR0S135;PASSACAVI;;,00;;;;
D.DT15MR0S141;PANNELLO ANTERIORE DX;;,00;;;;
D.DT1K0S046;TAPPO CON ASTA LIVELLO OLIO;;,00;;;;
D.DT1KBP101;STRUTURA INTERNA;;,00;;;;
D.DT1KBP102;FLANGIA PALA;;,00;J0001000016;;;
D.DT2000177;BECCO TM 200;;,00;J0001000016;;;
D.DT200K001;SUPPORTO RASCHIANTI AISI316;;,00;;;;
D.DT200K002;RASCHIANTE;;,00;J0001000020;;;
D.DT200K013;MENSOLA 200;;116,57;;;;
D.DT200K021;PASSACAVI;;,00;;;;
D.DT200K021B;PASSACAVI;;,00;;;;
D.DT200K022;COPERCHIO PASSACAVI;;46,87;;;;
D.DT200K023;CAPPELLO;;75,85;;;;
D.DT200K027;RASCHIANTE LATERALE;;52,23;J0001000020;;;
D.DT200K040;PIATTELLO;;,00;;;;
D.DT200K041;SUPPORTO MICRO ROVESCIAMENTO;;,00;;;;
D.DT200K046;RASCHIATORE FONDO;;59,79;J0001000020;;;
D.DT200K139;SUPPORTO RECIPIENTE DX;;30,69;;;;
D.DT200K259;BASAMENTO DT 200 CON CELLE;;3,24;;;;
D.DT200K631;CARTER PROTEZIONE CELLE;;,00;;;;
D.DT200L309;FLANGIA PER TENUTE AISI304;;,00;;;;
D.DT200L312;RASCHIANTE LATERALE E FONDO;;,00;;;;
D.DT200R412;RASCHIANTE DI FONDO RINFORZATO;;,00;;;;
D.DT250K141;RONDELLA;;,00;;;;
D.DT250P003;RASCHIANTE DI FONDO SFILABILE IN PTFE BIANCO;;103,92;J0001000020;;;
D.DT25KC006;SEMI ALBERO INTERNO;;,00;;;;
D.DT25KC019;BOCCOLA DI CENTRAGGIO;;,00;;;;
D.DT2K00101R;ALBERO MAGGIORATO PER PALA INT;;,00;;;;
D.DT2K00103R;RASCHIANTE;;,00;J0001000020;;;
D.DT2K00309;FLANGIA MOTORE 180;;,00;;;;
D.DT2K0S003;INGRANAGGIO CENTRALE;;,00;;;;
D.DT2K0S011M;MOZZO;;669,73;;;;
D.DT2K0S012M;"CORONA D.Z. 30 1,1/4""";;,00;;;;
D.DT2K0S016;PIASTRA RIDUTTORE DX;;87,25;;;;
D.DT2K0S017;PIASTRA RIDUTTORE SX;;87,25;;;;
D.DT2K0S020;PIGNONE;;,00;;;;
D.DT2K0S020M;"PIGNONE D.Z15 1,1/4"" BRUNITO";;19,37;;;;
D.DT2K0S023;LEVA ROVESCIAMENTO;;,00;;;;
D.DT2K0S024;CILINDRO DI SOLLEVAMENTO (TM 2000-3000);;,00;;;;
D.DT2K0S025;CILINDRO ROVESCIAMENTO;;,00;;;;
D.DT2K0S026;PERNO DI ROVESCIAMENTO;;,00;;;;
D.DT2K0S027;SUPP.ROVESCIAMENTO CILINDRO;;1,38;;;;
D.DT2K0S027S;PIASTRINO;;,27;;;;
D.DT2K0S028;SUPPORTO SX;;171,55;;;;
D.DT2K0S029;SUPPORTO DX;;171,55;;;;
D.DT2K0S030;ANELLO PVC SOLLEVAMENTO;;,00;;;;
D.DT2K0S080;ARMADIO ELETTRICO 1500/3000;;,00;;;;
D.DT2K0S083;PERNO;;,00;;;;
D.DT2K0S119M;SUPPORTO LATERALE;;,00;;;;
D.DT2K0S24;CILINDRO DI SOLLEVAMENTO DT300;;,00;;;;
D.DT2K0S277;CASSETTA ELETTRICA;;,00;;;;
D.DT2KC0070;FLANGIA TB;;15,85;;;;
D.DT2KC0071;FLANGIA COASSIALE;;,86;;;;
D.DT2KC0072F;BOCCOLA;;,00;;;;
D.DT2KC0076;DISTANZIALE IN S355JR;;,00;;;;
D.DT2KC0145;PENSILE DI COMANDO;;1,84;;;;
D.DT2KC200;DISTANZIALE ALBERO LENTO;;,00;;;;
D.DT2KR700;CENTRALINA PER TM 1500;;,00;;;;
D.DT2KRV003A;COLONNA DX;;,00;;;;
D.DT2KRV004;PIASTRA OMEGA MICRO;;3,04;;;;
D.DT2MR0S132;PANNELLO VASO BASSO;;,00;;;;
D.DT2MR0S133;PANNELLO VASO BASSO;;,00;;;;
D.DT2MR0S135;PASSACAVI;;18,60;;;;
D.DT2MR0S142;LAMIERA SUP.DX;;,00;;;;
D.DT2MR0S143;LAMIERA SUP.SX;;,00;;;;
D.DT2MR0S144;CUFFIA COLONNA SX;;,00;;;;
D.DT2MR0S146;SEMIPANNELLO LAT.SUP.B;;,00;;;;
D.DT2MR0S148;SEMIPANNELLO LAT.SUP.A;;,00;;;;
D.DT2MR0S149;CUFFIA COLONNA DX;;,00;;;;
D.DT2MR0S150;PANNELLO FRONTALE 2;;,00;;;;
D.DT2MR0S151A;PANNELLO POSTERIORE SX;;,00;;;;
D.DT2MR0S151B;PANNELLO ANTERIORE SX;;,00;;;;
D.DT2MR0S152;PORTA DX;;,00;;;;
D.DT2MR0S157;SEMIFLANGIA ROVESCIAMENTO;;14,62;;;;
D.DT2MRC0083;COLONNA;;,00;;;;
D.DT2MRC0084A;PORTA LAT.SUP.;;,00;;;;
D.DT2MRC0084B;PORTA LAT.SUP.1;;,00;;;;
D.DT2MRC0103A;TRAVERSO A;;,00;;;;
D.DT2MRC0103B;TRAVERSO B;;,00;;;;
D.DT2MRC0103C;TRAVERSO C;;,00;;;;
D.DT2MRC0184A;PORTA SUPERIORE SX;;,00;;;;
D.DT2MRC0184B;PORTA LAT.SUP.1;;,00;;;;
D.DT3000013;INGRANAGGIO M4 Z36;;,00;;;;
D.DT3000013R;INGRANAGGIO RICAMBIO;;,00;;;;
D.DT3000014;INGRANAGGIO;;,00;;;;
D.DT3000017;PIASTRA;;,00;;;;
D.DT3000018;RONDELLA;;,00;;;;
D.DT3000025;ALBERO FLANGIATO;;,00;;;;
D.DT3000026;INGRANAGGI C40 RUOTA DENTATA M3/Z72 COMPLETO DI BRUNITURA -;;,00;;;;
D.DT3000027;INGRANAGGI C40 RUOTA DENTATA M3/Z20 COMPLETO DI BRUNITURA -;;,00;;;;
D.DT3000028;ANELLO ARRESTO;;,00;;;;
D.DT3000029;ANELLO;;,00;;;;
D.DT3000032;FLANGIA MOTORE;;,00;;;;
D.DT3000033;POZZETTO;;74,99;;;;
D.DT3000034;COPERCHIO POZZETTO;;5,47;;;;
D.DT3000035;STATORE DIAM 190MM AISI 316;;115,33;J0001000020;;;
D.DT3000036;ROTORE;;,00;;;;
D.DT3000038;RONDELLA;;,00;;;;
D.DT3000071;FLANGIA MESCOLATORE;;,00;;;;
D.DT3000076;ROTORE A DENTI;;,00;;;;
D.DT3000081;DISTANZIALE;;,29;;;;
D.DT3000087;*SOST.DA 291188253  DISTANZIALE ROTORE IN ACCIAIO;;,00;;;;
D.DT3000088;SERBATOIO OLIO CON COPERCHIO;;2,84;;;;
D.DT3000096;RONDELLA ROTORE A DENTI;;,00;;;;
D.DT3000132;FLANGIA MOTORE H132 B5;;,00;;;;
D.DT3000132C;*SOST.DA 287198006 FLANGIA MOTORE TURBO;;,00;;;;
D.DT3000136;ROTORE A ELICA;;,00;J0001000016;;;
D.DT3000144;TUBO RACCORDO PER VUOTO;;,00;;;;
D.DT3000184;SPINOTTO;;,00;;;;
D.DT3000205;PORTASONDA;;,00;;;;
D.DT3000235;STATORE 190MM;ANR;,00;;;;
D.DT3000280;PIATTO STATORE;;,00;;;;
D.DT3000290;PIASTRA MICRO;;,97;;;;
D.DT3000336;ELICA IN ACCIAIO 316;;,00;J0001000020;;;
D.DT300A001;MOTORE BONORA H132 2 POLI 11 KW B14;ANN;,00;;;;
D.DT300C003;ALBERO ESTERNO;;,00;;;;
D.DT300F030;FUSIONE CILINDRO ROVESCIAMENTO;;,00;;;;
D.DT300K001;CILINDRO DI SOLLEVAMENTO DT300;;,00;;;;
D.DT300K002C;BASAMENTO;;,00;;;;
D.DT300K003;COLONNA PICCOLA;;,00;;;;
D.DT300K004;COPERCHIO;;,00;;;;
D.DT300K005;COLONNA GRANDE CON CERNIERE;;,00;;;;
D.DT300K006R;PASSACAVI RIBASSATO;;,00;;;;
D.DT300K007;CARTER VASCA BASSO DX;;,00;;;;
D.DT300K008;CARTER ALTO SX CON CERNIERE;;,00;;;;
D.DT300K009;CARTER ALTO DX;;,00;;;;
D.DT300K012;TRAVERSO;;,00;;;;
D.DT300K014;CAPPELLO;;,00;;;;
D.DT300K015;LAMIERA MENSOLA;;,00;;;;
D.DT300K018;SPORTELLO CANALINA CAVI;;,00;;;;
D.DT300K021;CARTER POSTERIORE;;,00;;;;
D.DT300K027;PORTA GRANDE CON CERNIERE INTERNE;;,00;;;;
D.DT300K028;PORTA POSTERIORE CON CERNIERE;;,00;;;;
D.DT300K029;COLONNA DESTRA;;,00;;;;
D.DT300K030;MENSOLA;;114,02;;;;
D.DT300K032;SUPPORTO ROVESCIAMENTO;;,00;;;;
D.DT300K033;BECCO TM 300;;,00;J0001000016;;;
D.DT300K037;TUBO CAVI;;,00;;;;
D.DT300K038;SUPPORTO MICRO ROVESCIAMENTO;;,00;;;;
D.DT300K040;SUPPORTO MICRO ALTO;;,00;;;;
D.DT300K041;SUPP.COLLARE CATENA;;,00;;;;
D.DT300K046;RASCHIANTE DI FONDO;;105,59;J0001000020;;;
D.DT300K049;COLONNA SINISTRA;;26,91;;;;
D.DT300K050;POSIZIONAMENTO COLONNE;;,00;;;;
D.DT300K056;PIATTELLO STATORE;;,00;;;;
D.DT300K059;DISTANZIALE INTERNO CUSCINETTO;;,00;;;;
D.DT300K062;TUBO LAVAGGIO;;,00;J0001000020;;;
D.DT300K082;STAFFA COMPRESSORE;;24,01;;;;
D.DT300K096;SUPPORTO MICRO RIBALTAMENTO;;,00;;;;
D.DT300K101;SUPPORTO PIEDI CELLE FB550 SOSTEGNO M12 CH24;;,00;;;;
D.DT300K217MA;ARMADIO A 2 ANTE;;,00;;;;
D.DT300K301;PALA INTERNA;;,00;;;;
D.DT300K400;PALA ESTERNA-FONDO BOMBATO;;,00;;;;
D.DT300K610;COLONNA POSTERIORE CON CERNIERE;;,00;;;;
D.DT300K610A;SEMIFIANCO POSTERIORE;;,00;;;;
D.DT300K611;COLONNA ANTERIORE;;,00;;;;
D.DT300K611A;SEMIFIANCO ANTERIORE;;,00;;;;
D.DT300K616;COPERCHIO COLONNA;;,00;;;;
D.DT300K624;PORTA SX CON CERNIERE;;,00;;;;
D.DT300K700;CENTRALINA OLEODINAMICA DT 300-400-500;;,00;;;;
D.DT300K701;CILINDRO DI SOLLEVAMENTO 300-6;ANN;,00;;;;
D.DT300K702;CILINDRO DI ROVESCIAMENTO DT300-500;;,00;;;;
D.DT300R013;PIGNONE;;,00;;;;
D.DT300R877;PIASTRA MOTORIDUTTORE;;,00;;;;
D.DT300S001;FLANGIA PALA;;,00;J0001000016;;;
D.DT300S073;PALA RASCHIANTI;;,00;J0001000016;;;
D.DT300S901;FLANGIA SUPERIORE;;556,06;J0001000016;;;
D.DT300SC009;SCALA TM 300;;,00;;;;
D.DT30K0023;FLANGIA PVC;;,00;;;;
D.DT30K0024;SUPPORTO SX;;171,55;;;;
D.DT30K0026;LEVA DI ROVESCIAMENTO;;,00;;;;
D.DT30K0027;LAMIERA COPRE-GUARNIZIONE;;,83;;;;
D.DT30K0028;GUARNIZIONE;;5,32;;;;
D.DT30K0030;GUIDA OVC;;,00;;;;
D.DT30K020;PALA ESTERNA;;,00;J0001000016;;;
D.DT30K217MA;ARMADIO VERS.2 ANTE;;,00;;;;
D.DT30KC001;FLANGIA MOZZO;;129,32;J0001000020;;;
D.DT30KC002;MOZZO SUPERIORE;;,00;J0001000020;;;
D.DT30KC004;CORONA DENTATA TRIPLA;;,00;;;;
D.DT30KC016;PIASTRA RIDUTTORE DX;;,00;;;;
D.DT30KC019;DISTANZIALE VERS.CON 6218 2RS;;1,07;;;;
D.DT30KC021;DISTANZIALE REGGISP.ESTERNO;;8,04;;;;
D.DT30KC022;FLANGIA PALA;;47,40;J0001000020;;;
D.DT30KP020;PALA ESTERNA;;40,25;J0001000016;;;
D.DT3K0001;BLOCCAGGIO CILINDRI;;30,91;;;;
D.DT3K0003B;PIATTO COLONNA;;10,77;;;;
D.DT3K0003E;CENTRAGGIO;;,00;;;;
D.DT3K00209;FLANGIA MOTORE 200;;,00;;;;
D.DT3K00210;RONDELLA;;,00;;;;
D.DT3K00211;INSERTO TENUTA MECCANICA;;,00;;;;
D.DT3K00212;PIATTELLO;;,00;J0001000016;;;
D.DT3K0701;CILINDRO SOLLEVAMENTO;;,00;;;;
D.DT3K0R051;PIASTRA SUPPORTO ACQUA;;,60;;;;
D.DT3K0R052;PIASTRA SUPPORTO ARIA;;1,72;;;;
D.DT3K0R053;PIASTRA SUPPORTO PILO;;,60;;;;
D.DT3K0R056;CARTERINO COPRI CAVI;;6,61;;;;
D.DT3K0R059;TUBO LAVAGGIO;;2,88;J0001000025;;;
D.DT3K0S027;SUPP.ROVESCIAMENTO CILINDRO;;1,48;;;;
D.DT3K0S131;CARTER COPERTURA MOTORE;;267,44;;;;
D.DT3K0S135;PASSACAVI;;18,61;;;;
D.DT3K0S143;LAMIERA SUP.SX;;75,28;;;;
D.DT3K0S146;SEMIPANNELLO LAT.SUP.B;;35,48;;;;
D.DT3K0S150;PANNELLO FRONTALE 2;;122,31;;;;
D.DT3K0S151A;PANNELLO POSTERIORE SX;;93,30;;;;
D.DT3K0S151B;PANNELLO ANTERIORE SX;;93,30;;;;
D.DT3K0S170;TUBOLARE SUPPORTO CAPPELLO;;13,47;;;;
D.DT3KMR0S141;PANNELLO ANTERIORE DX;;,00;;;;
D.DT3KRV003A;COLONNA DX-SX PER CILINDRO;;,00;;;;
D.DT3KRV004;PIASTRA OMEGA;;3,26;;;;
