Articolo;Descrizione lunga;Segn.;Costo Unitario;Proc. Speciale;Produttore;Produttore Modello;Produttore Codice
E09377900001;SOFTWARE HMI RUNTIME PER SIMATIC PC VERSIONE BUNDLE SIEMENS;;,00;;SIEMENS S.P.A;6AV2114-2HA07-0AA0;6AV2114-2HA07-0AA0
E09377900002;SIMATIC WINCC AUDIT PER RUNTIME ADVANCED OPZIONE PER WINCC;;,00;;SIEMENS S.P.A;6AV2107-0RA00-0BB0;6AV2107-0RA00-0BB0
E0937S082130;PC INDUSTRIALE SIPRO CO12 CONFIGURATO CO12 VASQUALI ITALIA;;2 231,66;;VASQUALI ITALIA;CO12;CO12
E0940G002020;MONITOR FMP-3120-XAE ADVANTEC;ANR;748,00;;;;
E0940P032010;MONITOR ASEM PL65-12 T.SCREEN;ANN;1 085,00;;;;
E09477902010;DISPLAY 6AV7862-2BC00-0AA0 SIMATIC IFP1200,TOUCH,SIEMENS;;405,20;;SIEMENS S.P.A;SIMATIC IFP1200;6AV7862-2BC00-0AA0
E0951I000000;TABLET LATITUDE 10 CON LICENZA WINDOWS 8 DELL;ANN;673,37;;;;
E0951I000001;TABLET  VENUE 10 PRO 5055 COMP.DI CUSTODIA DELL;ANN;380,05;;;;
E0951I000002;TABLET VENUE 10 PRO 5056 N01T505610P9 COMPLETO DI CUST. DELL;ESA;553,72;;;;
E0955H140000;TABLET MICROSOFT SURFACE PRO 7+;;980,00;;MICROSOFT;SURFACE PRO 7+;1N9-00003
E09677900000;SISTEMA OPERATIVO 6ES7648-6WC11-3YA0 WIN10 LTSC 64 PER PC 62;;190,00;;SIEMENS S.P.A;SIMATIC IPC Operatin;6ES7648-6WC11-3YA0
E09SP0000000;PC SPECIALE (CODICE GENERICO);;1 000,00;;SIEMENS S.P.A;;6AG4140-0BA10-0HA0
E10312010001;*FUORI PRODUZIONE C.I. MEM EPROM 2716;ANN;3,95;;;;
E10312110001;C.I. MEM EPROM 2764-A;;2,97;;STMicroelectronics;M27C64A;27C64-A
E10312210001;C.I. MEM EPROM 27C256;;3,53;;STMicroelectronics;M27C256B-12F1;M27C256B-12F1
E10312310001;C.I. MEM EPROM M27C1001;;4,88;;STMicroelectronics;M27C1001;M27C1001
E10312410000;*FUORI PRODUZIONE C.I. MEM EPROM M27C512 64KB;ANN;8,86;;;;
E10512310000;*FUORI PRODUZIONE C.I. MEM EPROM D27C010;ANN;2,45;;;;
E180010030;CIRCUITO STAMPATO SCHEDA COMANDO MOT.PASSO-PASSO;ANN;9,30;;;;
E180010120;CIRCUITI STAMPATI CPU P;ANN;,00;;;;
E180010130;CIRCUITI STAMPATI I/O P;ANN;,00;;;;
E180010140;CIRCUITI STAMPATI SIFC (RS 232);ANN;6,71;;;;
E180010190;CIRCUITI STAMPATI BASE  3PAD;ANN;,00;;;;
E180010192;CIRCUITI STAMPATI 2M80.1;ANN;1,34;;;;
E180020190;CIRCUITO BASE STAMPATO BA 85;ANN;21,69;;;;
E180020192;CIRCUITI STAMPATI 2M80.2;ANN;1,62;;;;
E180030094;CIRCUITI STAMPATI AFM 40B;ANN;3,05;;;;
E180030192;CIRCUITI STAMPATI 2M80.3;ANN;1,24;;;;
E180040192;CIRCUITI STAMPATI 2M80.4;ANN;1,24;;;;
E180050192;CIRCUITI STAMPATI 2M80.5;ANN;2,12;;;;
E181060192;CIRCUITI STAMPATI DE 310785;ANN;9,81;;;;
E181200000;CIRCUITI STAMPANTI 2M.001;ANN;8,03;;;;
E181200100;CIRCUITI STAMPANTI 2M.003;ANN;14,00;;;;
E181200200;CIRCUITI STAMPANTI 2M.008;ANN;8,03;;;;
E182170092;CIRCUITI STAMPATI RM 10A;ANN;5,35;;;;
E183000000;CIRCUITI STAMPANTI M80.100;ANN;9,50;;;;
E183000100;CIRCUITI STAMPANTI M80.4220;ANN;8,03;;;;
E183000200;CIRCUITI STAMPANTI M80.4310;ANN;8,03;;;;
E183000300;CIRCUITI STAMPANTI M80.4400;ANN;8,03;;;;
E183000400;CIRCUITI STAMPANTI M80.4511;ANN;17,45;;;;
E183010191;CIRCUITI STAMPATI BASE AZ AV 340;ANN;,00;;;;
E183180093;CIRCUITO STAMPATO JUMBO A         ADANI;ANN;4,05;;;;
E187000000;CIRCUITO STAMPATO CM08;ANN;5,42;;;;
E187000100;CIRCUITO STAMPATO CM09;ANN;5,42;;;;
E187000200;CIRCUITO STAMPATO M80 7XX;ANN;8,03;;;;
E187190092;CIRCUITO STAMPATO MOD.CS13 PER RELE';ANN;,00;;;;
E191133800;VEDI   E191133A00  02-07-03;;,00;;;;
E191133900;CONDENSATORE  100MF  40VL;;,07;;;;
E191133A00;CONDENSATORE 6.8uF 35V;;,75;;;;
E191134300;CONDENSATORE 2200MF   40VL;;1,09;;;;
E191143800;CONDENSATORE   47MF  50VL;;,15;;;;
E191144100;CONDENSATORE  470MF  50VL;;,26;;;;
E191144200;CONDENSATORE 1000MF  50VL;;,36;;;;
E191154100;CONDENSATORE  470MF  63VL       FRAKO;;,55;;;;
E191154300;CONDENSATORE 2200MF  63VL;;,93;;;;
E191154500;CONDENSATORE 4700MF  63VL;;13,75;;;;
E191184300;CONDENSATORE RIFA2200MF 250V-PEH2005J;;27,89;;;;
E191234600;CONDENSATORE 22000MF 40VL;;3,61;;;;
E191374200;CONDENSATORE 1000MF 160VL + VITE;;3,59;;;;
E20006308190;CONNET.FTG 19 POLI MASCHIO RS 220-2955 UTG6 16 19PN SOURIAU;;11,36;;;;
E2000C018050;CONNETTORE M12-A FEMMINA DRITTO A PARETE 5POLI BINDER;;,00;;;09-3442-90-05;09-3442-90-05
E2000C108080;CONNET.M12 MASCHIO 8PIN 99-1487-812-08 COD.RS706-7505 BINDER;;,00;;;;
E2000C208190;CONNET.M16 MASCHIO 19PIN 99-5461-15-19 COD.RS734-5098 BINDER;;,00;;;;
E2000G793060;CONNETT.CAVO DIGITAL I/O HRS 6POLI MT10 AT ADVANCED;;40,00;;;;
E2000N205000;SET CONNETTORI PER MOTORE M406/504 MOD.57.346 BAUTZ;;27,94;;;;
E2000X215120;CONNETTORE BERMAR 12P F 11.900000160F;;32,75;;;;
E20012201100;CONN.SRCN 2A21-10S FEM.FISSA *;;6,61;;;;
E20012208100;CONN.SRCN 6A21-10P MASC.VOL. *;;15,25;;;;
E20015201020;CONNETT.09-0404-00-02           COMAPEL;;2,85;;;;
E20015201030;CONNETT.09-0408-00-03           COMAPEL;;3,63;;;;
E20015201040;CONNETT.4P TELAIO XLR4/31 COD.02195450 CANNON;;13,29;;;;
E20015201041;CONNETT.09-0412-00-04           COMAPEL;;4,05;;;;
E20015201050;CONNETT.PRESA 5P TELAIO TIPO 2963/5 CANNON;;2,16;;;;
E20015201070;CONNETT.99-0216-00-07           COMAPEL;;5,35;;;;
E20015203030;CONNETT.09-0407-00-03  (PRESA)  COMAPEL;;3,34;;;;
E20015203040;CONNETT.09-0411-00-04           COMAPEL;;3,76;;;;
E20015203070;CONNETT.99-0215-00-07           COMAPEL;;7,00;;;;
E20015205030;CONNETT.09-0406-00-03  (PRESA)  COMAPEL;;4,65;;;;
E20015205040;CONNETT.09-0410-00-04           COMAPEL;;5,11;;;;
E20015205050;CONNETT.VOLANTE 5 POLI (PRESA)  COMAPEL;;,00;;;;
E20015206040;CONNETT.4P VOLANTE XLR4/12C COD.02195350 CANNON;;7,67;;;;
E20015206050;CONNETT.SPINA 5P VOLANTE TIPO SP891T5 CANNON;;1,91;;;;
E20015207070;CONNETT.99-0214-70-07           COMAPEL;;9,46;;;;
E20015208020;CONNETT.09-0401-00-02           COMAPEL;;3,74;;;;
E20015208030;CONNETT.VOLANTE 3 POLI (SPINA)  COMAPEL;;1,13;;;;
E20015208031;CONNETT.09-0405-00-03           COMAPEL;;4,63;;;;
E20015208040;CONNETT.09-0409-00-04           COMAPEL;;4,98;;;;
E20015208070;CONNETT.99-0213-70-07           COMAPEL;;10,55;;;;
E20016097000;TAPPO PER BASE TIPO BEL D. 25   CONNEY;ANR;6,25;;;;
E20016097001;TAPPO DI PROTEZIONE CON CATENA M23X1;;6,50;;;;
E20016201030;CONNETT.EFL 32T  (PRESA FISSA F)CONNEY;;4,92;;;;
E20016201040;CONNETT.EFL 42T  (PRESA FISSA F)CONNEY;;23,20;;;;
E20016201060;CONNETT.EFL 62T  (PRESA FISSA F)CONNEY;;18,70;;;;
E20016203030;CONNETT.EML 32T  (PRESA FISSA M)CONNEY;;3,88;;;;
E20016203060;CONNETT.EML 62T  (PRESA FISSA M)CONNEY;;21,00;;;;
E20016203061;CONNETT.6POLI FISSO MASCHIO EM CN 63 ALTA POT. 25A CONNEY;;55,50;;;;
E20016203121;CONNETT.EMCN 122  (PRESA FISSA M)CONNEY;;58,00;;;;
E20016205030;CONNETT.PFL 32T  (PRESA VOLAN.F)CONNEY;;7,25;;;;
E20016205060;CONNETT.PFL 62T  (PRESA VOLAN.F)CONNEY;;27,20;;;;
E20016205061;CONNETT.6POLI VOLAN.FEM.PF CN 63 SC.16 ALTA POT. 25A CONNEY;ANR;24,60;;;;
E20016205062;CONNETT.6POLI VOLAN.FEM.PF CN 63+PROT.CN SER.12-16MM;;62,00;;;;
E20016205121;CONNETT.PFCN122(PRESA VOLAN.F)CONNEY;;88,00;;;;
E20016206030;CONNETT.PML 32T  (PRESA VOLAN.M)CONNEY;;4,79;;;;
E20016206040;CONNETT.PML 42T  (PRESA VOLAN.M)CONNEY;;21,00;;;;
E20016206060;CONNETT.PML 62T  (PRESA VOLAN.M)CONNEY;;27,20;;;;
E20019705080;CONNETTORE M12 8 P.CON CAVO 5MT CS-A1-06-B-05 DATASENSOR;;13,99;;;;
E20019792080;CAVO/CONNETTORE CV-A1-22-B-05 DATALOGIC;;6,80;;DATALOGIC AUTOMATION SRL;;95ACC1490
E20019792081;CAVO/CONNETTORE CV-A1-26-B-05 DATALOGIC;;14,40;;DATALOGIC AUTOMATION SRL;;95ACC1520
E20019793040;CAVO/CONNETTORE CV-A1-22-B-10 95ACC1500 DATALOGIC;;16,70;;;;
E20019793081;CAVO/CONNETTORE CV-A1-26-B-15 95ACC2080 DATALOGIC;;37,36;;;;
E2001Q105050;PRESA VOL.PER CAVO C070A 5POLI ARTICOLO T 3084002 DISTRELEC;;23,75;;;;
E2001Q105060;PRESA VOL.PER CAVO CA6LD 6POLI ARTICOLO DISTRELEC;;8,23;;;;
E2001Q108050;SPINA VOL.PER CAVO C070A 5POLI ARTICOLO T 3083002 DISTRELEC;;22,00;;;;
E2001Q108060;SPINA VOL.PER CAVO CA6LS 6POLI ARTICOLO DISTRELEC;;6,77;;;;
E20020208040;CONNETT. CDV 55 4 POLI   DIELL;;4,07;;;;
E20025788080;CONN.DTSP-AT1XB1 8POLI-5FILI 71122607 ENDRESS+HAUSER;;33,00;;;;
E20030008050;CONN.CIRC.TERM.M12 PER RADAR DI SICUREZZA 07000003  INXPECT;;,00;;;7000003;7000003
E20031097030;CONNETTORE CON-002 PER LTH200S GEFRAN;;20,84;;;;
E20031205030;CONNETTORE RM-12-BPG-3S PER POTENZ.LINEARE GEFRAN;;10,23;;;;
E20031208040;CONNETTORE TIPO 006 PER POTENZIOMETRO PKM22L GEFRAN;;2,40;;;;
E20034179050;CONNETTORE M12 FEMMINA 5 POLI ATEX 12FC5000-ATEX;;33,00;;;;
E2003W205060;PRESA VOLANTE HR10A-7P-6S(73) RIF.118614 HIROSE;;14,70;;;;
E20040201062;DA ELIMINARE;ANN;,00;;;;
E2004Q097000;GUIDACAVO GMA.1B.065.DG RIF.112221 LEMO;;1,91;;;;
E2004Q201040;PRESA FISSA 4POLI EGG.1B.304.CLL RIF.116247 LEMO;;15,82;;;;
E2004Q201041;PRESA FISSA 4POLI EGG.3B.304.CLL LEMO;ANN;,00;;;;
E2004Q201060;PRESA FISSA 6POLI EGG.1B.306.CLL RIF.116248 LEMO;;16,58;;;;
E2004Q201061;PRESA FISSA 6 POLI EGG.2B.306.CLL LEMO;;24,79;;;;
E2004Q201062;PRESA FISSA 6 POLI EGG.3B.306.CLL LEMO;;36,32;;;;
E2004Q201080;PRESA FISSA 8POLI EGG.1B.308.CLL RIF.112213 LEMO;;25,15;;;;
E2004Q201081;PRESA FISSA 8POLI EGG.2B.308.CLL LEMO;;25,56;;;;
E2004Q201100;PRESA FISSA 10POLI EGG.1B.310.CLL RIF.116249 LEMO;;23,26;;;;
E2004Q201101;PRESA FISSA 10POLI EGG.2B.310.CLL LEMO;;25,03;;;;
E2004Q208040;SPINA VOLANTE 4POLI FGG.1B.304.CLADS2Z RIF.112203 LEMO;;19,68;;;;
E2004Q208041;SPINA VOLANTE 4POLI FGG.3B.304.CLAD72Z LEMO;ANN;,00;;;;
E2004Q208060;SPINA VOLANTE 6POLI FGG.1B.306.CLADS2Z RIF.112205 LEMO;;20,11;;;;
E2004Q208061;SPINA VOLANTE 6POLI FGG.2B.306.CLAD62Z LEMO;;26,83;;;;
E2004Q208062;SPINA VOLANTE 6POLI FGG.3B.306.CLAD62Z LEMO;;44,33;;;;
E2004Q208080;SPINA VOLANTE 8POLI FGG.1B.308.CLADS2Z RIF.112207 LEMO;;32,60;;;;
E2004Q208081;SPINA VOLANTE 8POLI FGG.2B.308.CLAD62Z LEMO;;31,75;;;;
E2004Q208100;SPINA VOLANTE 10POLI FGG.1B.310.CLADS2Z RIF.112208 LEMO;;36,45;;;;
E2004Q208101;SPINA VOLANTE 10POLI FGG.2B.310.CLAD62Z LEMO;;34,34;;;;
E20055105040;CONN.FEMM. 90�  1681130 SACC-M12FR-4CON-PG7 PHOENIX;;3,90;;PHOENIX CONTACT Spa;;1681130
E20055105041;CONN.FEMM.DIRITTO 1681114 SACC-M12FS-4CON-PG7 PHOENIX;;4,23;;PHOENIX CONTACT Spa;;1681114
E20055105042;CONNETTORE MOBILE DRITTO FEMMINA A MOLLA/M12/4 POLI/4A 250V;;4,23;;PHOENIX CONTACT Spa;SACC-M12FS-4PL;1424693
E20055108040;CONN. MASCH. DIRITTO  1681088 SACC-M12MS-4CON-PG 7 PHOENIX;;4,23;;PHOENIX CONTACT Spa;;1681088
E2005U030060;CONNETTORE ROTATIVO 6 POLI SLIP RING AC4598-6-S MOOG;;,00;;;;
E2005U030120;CONNETTORE ROTATIVO 12 POLI SLIP RING AC4598-12-S MOOG;;996,00;;;;
E20061100050;CONNETTORE FEMM.DIRITTO 1662298 SACC-M12FS-5CON-PG7 PHOENIX;;4,27;;PHOENIX CONTACT Spa;SACC-M12FS-5CON-PG7;166298
E20061108040;CAVO DI RETE NBC-M12MSD/10,0-93C/R4AC COD.1038730 PHOENIX;;40,91;;PHOENIX CONTACT Spa;;1038730
E20061178060;CAVO 10M SAC-6P-10,0-PUR/M 8FS 1522228 PHOENIX;;,00;;PHOENIX CONTACT Spa;SAC-6P-10,0-PUR/M 8F;1522228
E20061180040;CAVO SAC-4P-M12 MASCHIO-M12 FEMMINA 0.5M 1509539  PHOENIX;;,00;;PHOENIX CONTACT Spa;1509539;1509539
E20061180041;CAVO SAC-4P-M12 MASCHIO-M12 FEMMINA 1M 1509542 PHOENIX;;,00;;PHOENIX CONTACT Spa;1509542;1509542
E20061182040;CAVO SAC-4P-M12 MASCHIO-M12 FEMMINA 2M 1509555 PHOENIX;;,00;;PHOENIX CONTACT Spa;1509555;1509555
E2006118A040;CAVO SAC-4P-M12 MASCHIO-M12 FEMMINA 5M 1509568 PHOENIX;;,00;;PHOENIX CONTACT Spa;1509568;1509568
E2006118B040;CAVO SAC-4P-M12 MASCHIO-M12 FEMMINA 10M 1509571 PHOENIX;;,00;;PHOENIX CONTACT Spa;1509571;1509571
E20061909050;CONN.MASC.DRITTO 1424649 SACC-M12MS-5PL M PHOENIX;;4,50;;PHOENIX CONTACT Spa;SACC-M12MS-5PL M;1424649
E20064788050;CONNETTORE PRECABLATO PER BAR.SICUR. 5POLI 10MT.CD10 REER;;13,97;;;;
E20064788051;CONN.PRECABLATO PER BAR.SICUR. 5POLI 90� 10MT. CD910 REER;;10,00;;;;
E20064790050;CONNETTORE PRECABLATO PER BAR.SICUR. 5POLI 5MT.CD5 REER;;12,11;;;;
E2006D208040;CONNETTORE 4 POLI MASCHIO 90045 PER ACCELEROMETRO REO;;7,10;;;;
E2006P203190;CONNETTORE MASCHIO VOLANTE 467-245 RS;;20,85;;;;
E2006P205190;CONNETTORE MASCHIO MONTAGGIO A PANNELLO 468-440 RS;;5,60;;;;
E20072205040;CONNETTORE MOTORE CON MOT 60F1I - PER MOTORE SMB;PHO;27,60;;PARKER HANNIFIN ITALY SRL;;CONMOT60F1I
E20072205050;CONNETTORE MOTORE CON I105F PER MOTORE SMB400;;10,26;;;;
E20072205060;CONNETTORE MOTORE CON MOT 82F - PER MOTORE SMB;ANN;22,71;;;;
E20072205080;CONNETTORE RESOLVER CON RES 82F;PHO;16,91;;PARKER HANNIFIN ITALY SRL;;CONRES82F
E20072205081;CONNETTORE RESOLVER CON RES 40F PER MOTORE SMB400;;13,29;;;;
E20072205100;CONNETT.RES.FEM. CT 06ACB12-10S X MOTORI BRUSHLES;;13,94;;;;
E20077105050;CONN.VOL.5 POLI M12 FEM.3 RX 1630 3RX8000-0CB52-1AF0 SIEMENS;ANN;9,00;;SIEMENS S.P.A;;3RX1630 3RX8000-0CB52-1AF0
E20077108050;CONN.VOL.5 POLI M12 MASC.3 RX 1667 3RX8000-0CD55 SIEMENS;ANN;14,00;;SIEMENS S.P.A;;3RX1667 3RX8000-0CD55
E20077234100;CAVO MOTORE 6FX5002-8QN11-1AG0 SIEMENS;;234,00;;SIEMENS S.P.A;;6FX5002-8QN11-1AG0
E2007C205050;CONNETT.5 POLI FEMM.CABLARE COD.99-0436-10-05  SICK;;14,67;;;;
E2007C705050;*F.P CONNETT.5 POLI WL12B/WT12B DIRITTO COD.6008899 SICK;ANN;12,91;;;;
E2007T030120;*SOST.DA E2007T030180+STGR.55314R024;;1 403,30;;;;
E2007T030121;CONN.ROT.SRH 1254-12-000 POS.30 SERVOTECNICA;;,00;;;;
E2007T030122;CONN. ROT. 12 POLI SLIP RIG SVTS C 00601 UL SERVOTECNICA;;1 038,00;;;;
E2007T030180;CONNET.ROTAT.18 POLI SLIP RING DA 20A  SERVOTECNICA;;862,00;;;;
E2007T030181;CONNET.ROT.18 POLI SLIP RING SVTS  C  00100 UL SERVOTECNICA;ANR;962,00;;;;
E2007T030182;CONNET.ROTAT.18 POLI SLIP RING UL/CSA  DA 20A  SERVOTECNICA;;,00;;;;
E2007T030240;CON.ROT. SVTS A C 03-S-A-00/24-0500/0500-ST-000 SERVOTECNICA;;769,50;;;;
E2007T031000;CONN.ROT.FIBRA RFCX-155-28 FORJ POS.5 SERVOTECNICA;;1 307,25;;;;
E2007T032000;FIBRA MONOMODALE FPC-28W-005-SCFC POS.15 SERVOTECNICA;;79,50;;;;
E2007T032001;FIBRA MONOMODALE FPC-28W-035-SCFC POS.20 SERVOTECNICA;;84,50;;;;
E2007T033000;COPPIA CONVERTIT.KORENIX JETCON 1301 WDM POS.25 SERVOTECNICA;;390,00;;;;
E20080009040;CONNETTORE M12 PCA-1557743 SMC;;,00;;SMC ITALIA SPA;PCA-1557743;544945
E20080009041;CONNETTORE BUS M12 4 P D CODED SMC;;,00;;SMC ITALIA SPA;PCA-1446553;879550
E20080009051;CONNETTORE M12 F/D M12-5P-D SMC;;,00;;SMC ITALIA SPA;;186272
E2008C705040;CONNETTORE DIRITTO PER FX CN54-C5SICEST 5mt. SUNX;;32,00;;;;
E2008C792040;CONN. SUNX CN-24E-C5;;8,00;;;;
E2008D009020;CAVO/CONN.M9 DIR.7P 5MT.ART.535279 SONDE ANEMOMETR.SCHMIDT;;85,00;;;535.279;535.279
E2008U034040;CODICE LIBERO DA RIUTILIZZARE;;,00;;;;
E2008U034050;CODICE LIBERO DA RIUTILIZZARE;;,00;;;;
E2009A097110;CONNETTORE 90?VOLANTE 11P 80-68820-33P-VAS NORME MIL VEAM;;,00;;;;
E2009A209000;CONTATTO MASCHIO 27913-79 VEAM;;,00;;;;
E2009L301280;PRESA DA PANNELLO 28 POLI UTG0 20 28S 220-2898 UTG M.B.;;13,83;;;;
E2009L302190;CONNETTORE FEMMINA 19POLI UTG01619S 220-2876 UTG;;5,02;;;;
E2009L308280;SPINA DA CAVO 28 POLI UTG6 20 28PN 220-2977 UTG  M.B.;;20,59;;;;
E2010F498160;CONNETT.16 POLI COMPLETI ASSMAN;;1,40;;;;
E2010F498260;CONNETT.FLAT 26 POLI    ASSMAN;;,31;;;;
E2010F498340;CONNETT.FLAT 34 POLI    ASSMAN;;,49;;;;
E2010Q305020;CONN.FM.VOL.ART.192 990 0360 BG COM;;,85;;;;
E2010Q308020;CONN.MS.VOL.ART.192 990 0350 BG COM;;,57;;;;
E20121789030;CONNETT.RETTANGOLARE ISO6952 MT.7 CEDIT;;5,47;;;;
E20121789031;CONNETT.EV    s* E20721789031;;5,42;;;;
E20121790030;CONNETT.RETTANGOLARE ISO6952 MT.5  CEDIT;;4,91;;;;
E20121790031;CONNETT.PER EV SMC MT.2,5 CEDIT;;,00;;;;
E20121791030;CONNETT.RETTANGOLARE ISO6952 MT.2,5 CEDIT;;4,34;;;;
E20121791031;CONNETTORE PER EV BOSCH MT DIN43650B 2POLI+1 SH;;5,72;;;;
E20133011000;CONNETT.CUST.INFER.09300240302   HARTING;;7,29;;;;
E20133011001;CONNETTORE CUSTODIA INFERIORE HAN 24B 09360241301 HARTING;;,00;;;;
E20133011002;CUSTODIA BASE PASSANTE HAN-INOX 10B-AGG-LB HARTING;;72,53;;;19 44 310 0305;19 44 310 0305
E20133011003;CUSTODIA BASE PASSANTE HAN-INOX 10B-AGG-LB-K HARTING;;,00;;;19 44 310 0303;19 44 310 0303
E20133011160;CONNETTORE CUSTODIA FISSA 16POLI 10A 09200160291 HARTING;;9,75;;;;
E20133012000;CONNETT.CUST.SUPER.09300240220  HARTING;;,00;;;;
E20133012160;CONNETTORE CUSTODIA VOLANTE 16POLI 10A 09200161541 HARTING;;5,56;;;;
E20133013000;CUSTODIA DRITTA HAN-INOX 10B-HTE-R-M32 19443100447 HARTING;;,00;;;;19 44 310 0447
E20133014000;CONNETT.CUST.SUPER.09300240520  HARTING;;5,70;;;;
E20133014001;CUSTODIA HAN-INOX 10B-HSE-R-M32 HARTING;;93,17;;;19 44 310 0547;19 44 310 0547
E20133109120;CONNETT.INSER.MASC.09-340102601 HARTING;;6,43;;;;
E20133109160;CONNETT.INSER.MASC.09-340162601 HARTING;;9,53;;;;
E20133109161;CONNETTORE INS.MASCHIO 16POLI 10A 09200162612 HARTING;;10,00;;;;
E20133110120;CONNETT.INSER.FEMM.09-340102701 HARTING;;10,04;;;;
E20133110160;CONNETT.INSER.FEMM.09-340162701 HARTING;;10,04;;;;
E20133110161;CONNETTORE INS.FEMMINA 16POLI 10A 09200162812 HARTING;;10,38;;;;
E20133117100;CONNETT.HAN 10E                 HARTING;;10,34;;;;
E20133117120;CONNETT.HAN 10+2 HVE            HARTING;;11,95;;;;
E20133117160;CONNETT.HAN 16E                 HARTING;;13,51;;;;
E20133117240;CONNETT.HAN 24E                 HARTING;ANN;11,83;;;;
E20133117480;CONNETT.HAN 48   HVE            HARTING;;,00;;;;
E20133309250;CONNETT.INSER.MASC.09210253001 HARTING;;,00;;;;
E20133309640;CONNETT.INSER.MASC.09210643001  HARTING;;3,92;;;;
E20133310250;CONNETT.INSER.FEMM.09210253101 HARTING;;,00;;;;
E20133310640;CONNETT.INSER.FEMM.09210643101  HARTING;;3,93;;;;
E20136117060;CONNETT. 6 POLI                 HTS;;,00;;;;
E20136117100;CONNETT.10 POLI                 HTS;;,00;;;;
E20136117160;CONNETT.16 POLI COMPLETO        HTS;;33,60;;;;
E20138011000;CUSTODIA DA INCASSO CHI10 10 POLI ILME;;,00;;;;
E20138011001;CUSTODIA DA INCASSO CHI16L 16 POLI ILME;;6,96;;;;
E20138011002;CUSTODIA FISSA DRITTA+LEVA CK 03 I ILME;;,72;;;CK 03 I;CK 03 I
E20138011003;CUSTODIA DA INCASSO CHI32 32 POLI ILME;;16,23;;;;
E20138012000;CUSTODIA DA PARETE CHIUSURA CHP 10 ILME;;11,92;;;;
E20138012001;CUSTODIA DA INCASSO CMI 03 L ILME;;3,85;;;;
E20138012002;CUSTODIA FISSA CHP16 2 LEVE INGRESSO CAVI PG21 ILME;;13,65;;;;
E20138012003;CUSTODIA FISSA CHP24 2 LEVE INGRESSO CAVI PG21 ILME;;15,41;;;;
E20138012004;CUSTODIA FISSA PARETE/77.27/PG29 LATERALE/LEVA DOPPIA ILME;;13,90;;;CAP16.29;CAP16.29
E20138014000;CUSTODIA MOBILE CHIUSURA DOPPIA CHO 10 ILME;;4,01;;;;
E20138014001;CUSTODIA MOBILE CMAO 03 L21 ILME;;7,92;;;;
E20138014002;CUSTODIA MOBILE CHIUSURA DOPPIA CAO 10.21 ILME;;4,88;;;;
E20138014003;CUSTODIA MOBILE CHV 2 LEVE 10P USCITA PG16  ILME;;,00;;;;
E20138014004;CUSTODIA MOBILE CHO16 INGRESSO CAVI PG21 ILME;;4,77;;;;
E20138014005;CUSTODIA MOBILE CHO24 INGRESSO CAVI PG21 ILME;;5,84;;;;
E20138014006;CUSTODIA MOBILE CHV 16L INGRESSO CAVI PG21 ILME;;6,13;;;;
E20138014007;CUSTODIA MOBILE CHO32 INGRESSO CAVI ORIZZONTALE PG36 ILME;;,00;;;;
E20138014008;CUSTODIA MOBILE CHV32 INGRESSO CAVI VERTICALE PG36 ILME;;20,73;;;;
E20138014009;CUSTODIA MOBILE CAV10.21 2 LEVE 10P USCITA PG21 ILME;;,00;;;CAV10.21;CAV10.21
E2013801400A;CUSTODIA MOBILE/SIZE 77.27/PG29 LATERALE/4 PIOLINI ILME;;9,34;;;CAO16.29;CAO16.29
E20138014160;CUSTODIA MOBILE CHO16L INGRESSO CAVI PG21 ILME;;6,04;;;;
E20138115060;CONNETT.COMPLETO CNE 06 PVV     ILME;;17,56;;;;
E20138116060;CONNETT.COMPLETO CNE 06 PVO     ILME;ANN;12,68;;;;
E20138116061;CONNETTORE COMPLETO 06POLI CPM06+CPF06+CHP16+ CAO16.21 ILME;;36,32;;;;
E20138116100;CONNETT.COMPLETO CNE 10 PVO     ILME;ANN;15,89;;;;
E20138116160;CONNETT.COMPLETO CNE 16 PVO     ILME;ANN;19,20;;;;
E20138116240;CONNETT.COMPLETO CNE 24 PVO     ILME;ESA;22,00;;;;
E20138116241;CONNETT.COMPLETO CNS 24 PVO     ILME;;,00;;;;
E20138309420;FRUTTO PRESA PER CONT.MASC.CDDM 42 42 POLI 10A max-150V ILME;;4,97;;;;
E20138310420;FRUTTO PRESA PER CONT.FEMM.CDDF 42 42 POLI 10A max-150V ILME;;5,17;;;;
E2013R205160;CONNETTORE PRESA 24716/16W REC.CONNECTOR HYPERTAC;;71,00;;;;
E2013R208160;CONNETTORE SPINA 24717/16W PLUG CONNECTOR HYPERTAC;;58,00;;;;
E2015P108030;CONNET.PER ELETTROV.PASSO 9.4MM CON LED E VARISTORE;;3,75;;;;
E20161000001;CORNICI PORTAMODULI HC-M-B16-MFH-H-1182093 PHOENIX;;4,83;;PHOENIX CONTACT Spa;1182093;1182093
E20161000002;CORNICI PORTAMODULI HC-M-B10-MFH-B,B10 1182088 PHOENIX;;4,44;;PHOENIX CONTACT Spa;HC-M-B10-MFH-B;1182088
E20161000003;CORNICI PORTAMODULI HC-M-B10-MFH-B,B10 1182089 PHOENIX;;4,50;;PHOENIX CONTACT Spa;HC-M-B10-MFH-B;1182089
E20161105100;CONNETTORE MASCHIO IMC 1,5/10-STGF-3,81  cod.1858112 PHOENIX;;3,82;;PHOENIX CONTACT Spa;;1858112
